Date:  16:48, Monday, November 14, 2016
Model name:Devin
Study name:Static 1(-Default-)
Mesh type: Solid Mesh


Node  ,Value  ,X (in)  ,Y (in)  ,Z (in)
42126  ,0.000e+000  ,1.2649  ,7.0313  ,-1.5492
42127  ,0.000e+000  ,1.1361  ,7.0313  ,-1.646
42128  ,0.000e+000  ,1.2649  ,7.1875  ,-1.5492
42132  ,0.000e+000  ,1  ,7.0313  ,-1.7321
42133  ,0.000e+000  ,0.85739  ,7.0313  ,-1.8069
42134  ,0.000e+000  ,1  ,7.1875  ,-1.7321
42140  ,0.000e+000  ,0.70921  ,7.0313  ,-1.87
42141  ,0.000e+000  ,0.55644  ,7.0313  ,-1.921
42142  ,0.000e+000  ,0.70921  ,7.1875  ,-1.87
42148  ,0.000e+000  ,0.40005  ,7.0313  ,-1.9596
42149  ,0.000e+000  ,0.24107  ,7.0313  ,-1.9854
42150  ,0.000e+000  ,0.40005  ,7.1875  ,-1.9596
42154  ,0.000e+000  ,0.080532  ,7.0313  ,-1.9984
42155  ,0.000e+000  ,-0.080531  ,7.0313  ,-1.9984
42156  ,0.000e+000  ,0.080532  ,7.1875  ,-1.9984
42161  ,0.000e+000  ,-0.24107  ,7.0313  ,-1.9854
42162  ,0.000e+000  ,-0.40005  ,7.0313  ,-1.9596
42163  ,0.000e+000  ,-0.24107  ,7.1875  ,-1.9854
42168  ,0.000e+000  ,-0.55643  ,7.0313  ,-1.921
42169  ,0.000e+000  ,-0.70921  ,7.0313  ,-1.87
42170  ,0.000e+000  ,-0.55643  ,7.1875  ,-1.921
42174  ,0.000e+000  ,1.9741  ,7.6563  ,-0.32082
42175  ,0.000e+000  ,1.9419  ,7.6563  ,-0.47863
42176  ,0.000e+000  ,1.9741  ,7.3438  ,-0.32082
42181  ,0.000e+000  ,1.8971  ,7.6563  ,-0.63334
42182  ,0.000e+000  ,1.84  ,7.6563  ,-0.78393
42183  ,0.000e+000  ,1.9419  ,7.3438  ,-0.47863
42184  ,0.000e+000  ,1.8971  ,7.3438  ,-0.63334
42185  ,0.000e+000  ,1.9419  ,7.5  ,-0.47863
42187  ,0.000e+000  ,1.7709  ,7.6563  ,-0.92945
42188  ,0.000e+000  ,1.6904  ,7.6563  ,-1.0689
42189  ,0.000e+000  ,1.84  ,7.3438  ,-0.78393
42190  ,0.000e+000  ,1.7709  ,7.3438  ,-0.92945
42191  ,0.000e+000  ,1.84  ,7.5  ,-0.78393
42196  ,0.000e+000  ,1.5989  ,7.6563  ,-1.2015
42197  ,0.000e+000  ,1.497  ,7.6563  ,-1.3262
42198  ,0.000e+000  ,1.6904  ,7.3438  ,-1.0689
42199  ,0.000e+000  ,1.5989  ,7.3438  ,-1.2015
42200  ,0.000e+000  ,1.6904  ,7.5  ,-1.0689
42207  ,0.000e+000  ,1.3854  ,7.6563  ,-1.4424
42208  ,0.000e+000  ,1.2649  ,7.6563  ,-1.5492
42209  ,0.000e+000  ,1.497  ,7.3438  ,-1.3262
42210  ,0.000e+000  ,1.3854  ,7.3438  ,-1.4424
42211  ,0.000e+000  ,1.497  ,7.5  ,-1.3262
42217  ,0.000e+000  ,1.1361  ,7.6563  ,-1.646
42218  ,0.000e+000  ,1  ,7.6563  ,-1.7321
42219  ,0.000e+000  ,1.2649  ,7.3438  ,-1.5492
42220  ,0.000e+000  ,1.1361  ,7.3438  ,-1.646
42221  ,0.000e+000  ,1.2649  ,7.5  ,-1.5492
42224  ,0.000e+000  ,0.85739  ,7.6563  ,-1.8069
42225  ,0.000e+000  ,0.70921  ,7.6563  ,-1.87
42226  ,0.000e+000  ,1  ,7.3438  ,-1.7321
42227  ,0.000e+000  ,0.85739  ,7.3438  ,-1.8069
42228  ,0.000e+000  ,1  ,7.5  ,-1.7321
42233  ,0.000e+000  ,0.55644  ,7.6563  ,-1.921
42234  ,0.000e+000  ,0.40005  ,7.6563  ,-1.9596
42235  ,0.000e+000  ,0.70921  ,7.3438  ,-1.87
42236  ,0.000e+000  ,0.55644  ,7.3438  ,-1.921
42237  ,0.000e+000  ,0.70921  ,7.5  ,-1.87
42243  ,0.000e+000  ,0.24107  ,7.6563  ,-1.9854
42244  ,0.000e+000  ,0.080532  ,7.6563  ,-1.9984
42245  ,0.000e+000  ,0.40005  ,7.3438  ,-1.9596
42246  ,0.000e+000  ,0.24107  ,7.3438  ,-1.9854
42247  ,0.000e+000  ,0.40005  ,7.5  ,-1.9596
42252  ,0.000e+000  ,-0.080531  ,7.6563  ,-1.9984
42253  ,0.000e+000  ,-0.24107  ,7.6563  ,-1.9854
42254  ,0.000e+000  ,0.080532  ,7.3438  ,-1.9984
42255  ,0.000e+000  ,-0.080531  ,7.3438  ,-1.9984
42256  ,0.000e+000  ,0.080532  ,7.5  ,-1.9984
42261  ,0.000e+000  ,-0.40005  ,7.6563  ,-1.9596
42262  ,0.000e+000  ,-0.55643  ,7.6563  ,-1.921
42263  ,0.000e+000  ,-0.24107  ,7.3438  ,-1.9854
42264  ,0.000e+000  ,-0.40005  ,7.3438  ,-1.9596
42265  ,0.000e+000  ,-0.24107  ,7.5  ,-1.9854
42270  ,0.000e+000  ,-0.70921  ,7.6563  ,-1.87
42271  ,0.000e+000  ,-0.55643  ,7.3438  ,-1.921
42272  ,0.000e+000  ,-0.70921  ,7.3438  ,-1.87
42273  ,0.000e+000  ,-0.55643  ,7.5  ,-1.921
42282  ,0.000e+000  ,-0.70921  ,5.1563  ,-1.87
42294  ,0.000e+000  ,-0.40005  ,5.1563  ,-1.9596
42295  ,0.000e+000  ,-0.55643  ,5.1563  ,-1.921
42296  ,0.000e+000  ,-0.55643  ,5  ,-1.921
42306  ,0.000e+000  ,-0.080531  ,5.1563  ,-1.9984
42307  ,0.000e+000  ,-0.24107  ,5.1563  ,-1.9854
42308  ,0.000e+000  ,-0.24107  ,5  ,-1.9854
42317  ,0.000e+000  ,0.24107  ,5.1563  ,-1.9854
42318  ,0.000e+000  ,0.080532  ,5.1563  ,-1.9984
42319  ,0.000e+000  ,0.080532  ,5  ,-1.9984
42329  ,0.000e+000  ,0.55643  ,5.1563  ,-1.921
42330  ,0.000e+000  ,0.40005  ,5.1563  ,-1.9596
42331  ,0.000e+000  ,0.40005  ,5  ,-1.9596
42340  ,0.000e+000  ,0.85739  ,5.1563  ,-1.8069
42341  ,0.000e+000  ,0.70921  ,5.1563  ,-1.87
42342  ,0.000e+000  ,0.70921  ,5  ,-1.87
42351  ,0.000e+000  ,1.1361  ,5.1563  ,-1.646
42352  ,0.000e+000  ,1  ,5.1563  ,-1.7321
42353  ,0.000e+000  ,1  ,5  ,-1.7321
42361  ,0.000e+000  ,1.3854  ,5.1563  ,-1.4424
42362  ,0.000e+000  ,1.2649  ,5.1563  ,-1.5492
42363  ,0.000e+000  ,1.2649  ,5  ,-1.5492
42375  ,0.000e+000  ,1.5989  ,5.1563  ,-1.2015
42376  ,0.000e+000  ,1.497  ,5.1563  ,-1.3262
42377  ,0.000e+000  ,1.497  ,5  ,-1.3262
42387  ,0.000e+000  ,1.7709  ,5.1563  ,-0.92945
42388  ,0.000e+000  ,1.6904  ,5.1563  ,-1.0689
42389  ,0.000e+000  ,1.6904  ,5  ,-1.0689
42400  ,0.000e+000  ,1.8971  ,5.1563  ,-0.63334
42401  ,0.000e+000  ,1.84  ,5.1563  ,-0.78393
42402  ,0.000e+000  ,1.84  ,5  ,-0.78393
42412  ,0.000e+000  ,1.9741  ,5.1563  ,-0.32082
42413  ,0.000e+000  ,1.9419  ,5.1563  ,-0.47863
42414  ,0.000e+000  ,1.9419  ,5  ,-0.47863
42781  ,0.000e+000  ,-0.70921  ,9.8438  ,-1.87
42785  ,0.000e+000  ,-0.40005  ,9.8438  ,-1.9596
42786  ,0.000e+000  ,-0.55643  ,9.8438  ,-1.921
42789  ,0.000e+000  ,-0.55643  ,10  ,-1.921
42792  ,0.000e+000  ,-0.080531  ,9.8438  ,-1.9984
42793  ,0.000e+000  ,-0.24107  ,9.8438  ,-1.9854
42796  ,0.000e+000  ,-0.24107  ,10  ,-1.9854
42799  ,0.000e+000  ,0.24107  ,9.8438  ,-1.9854
42800  ,0.000e+000  ,0.080532  ,9.8438  ,-1.9984
42803  ,0.000e+000  ,0.080532  ,10  ,-1.9984
42805  ,0.000e+000  ,0.55643  ,9.8438  ,-1.921
42806  ,0.000e+000  ,0.40005  ,9.8438  ,-1.9596
42809  ,0.000e+000  ,0.40005  ,10  ,-1.9596
42811  ,0.000e+000  ,0.85739  ,9.8438  ,-1.8069
42812  ,0.000e+000  ,0.70921  ,9.8438  ,-1.87
42815  ,0.000e+000  ,0.70921  ,10  ,-1.87
42816  ,0.000e+000  ,1.1361  ,9.8438  ,-1.646
42817  ,0.000e+000  ,1  ,9.8438  ,-1.7321
42820  ,0.000e+000  ,1  ,10  ,-1.7321
42821  ,0.000e+000  ,1.3854  ,9.8438  ,-1.4424
42822  ,0.000e+000  ,1.2649  ,9.8438  ,-1.5492
42824  ,0.000e+000  ,1.2649  ,10  ,-1.5492
42825  ,0.000e+000  ,1.5989  ,9.8438  ,-1.2015
42826  ,0.000e+000  ,1.497  ,9.8438  ,-1.3262
42829  ,0.000e+000  ,1.497  ,10  ,-1.3262
42830  ,0.000e+000  ,1.7709  ,9.8438  ,-0.92945
42831  ,0.000e+000  ,1.6904  ,9.8438  ,-1.0689
42834  ,0.000e+000  ,1.6904  ,10  ,-1.0689
42836  ,0.000e+000  ,1.8971  ,9.8438  ,-0.63334
42837  ,0.000e+000  ,1.84  ,9.8438  ,-0.78393
42840  ,0.000e+000  ,1.84  ,10  ,-0.78393
42843  ,0.000e+000  ,1.9741  ,9.8438  ,-0.32082
42844  ,0.000e+000  ,1.9419  ,9.8438  ,-0.47863
42847  ,0.000e+000  ,1.9419  ,10  ,-0.47863
43305  ,0.000e+000  ,-0.07473  ,10  ,-0.9972
43318  ,0.000e+000  ,0.22252  ,10  ,-0.97493
43330  ,0.000e+000  ,0.5  ,10  ,-0.86603
43342  ,0.000e+000  ,0.73305  ,10  ,-0.68017
43354  ,0.000e+000  ,0.90097  ,10  ,-0.43388
43508  ,0.000e+000  ,-0.07473  ,15  ,-0.9972
43514  ,0.000e+000  ,0.22252  ,15  ,-0.97493
43518  ,0.000e+000  ,0.5  ,15  ,-0.86603
43524  ,0.000e+000  ,0.73305  ,15  ,-0.68017
43530  ,0.000e+000  ,0.90097  ,15  ,-0.43388
44128  ,0.000e+000  ,0.98883  ,10  ,-0.14904
44139  ,0.000e+000  ,0.98883  ,10  ,0.14904
44152  ,0.000e+000  ,0.90097  ,10  ,0.43388
44163  ,0.000e+000  ,0.73305  ,10  ,0.68017
44174  ,0.000e+000  ,0.5  ,10  ,0.86603
44184  ,0.000e+000  ,0.22252  ,10  ,0.97493
44195  ,0.000e+000  ,-0.07473  ,10  ,0.9972
44206  ,0.000e+000  ,-0.07473  ,15  ,0.9972
44212  ,0.000e+000  ,0.22252  ,15  ,0.97493
44216  ,0.000e+000  ,0.5  ,15  ,0.86603
44221  ,0.000e+000  ,0.73305  ,15  ,0.68017
44227  ,0.000e+000  ,0.90097  ,15  ,0.43388
44231  ,0.000e+000  ,0.98883  ,15  ,-0.14904
44233  ,0.000e+000  ,0.98883  ,15  ,0.14904
44840  ,0.000e+000  ,-0.36534  ,10  ,0.93087
44852  ,0.000e+000  ,-0.62349  ,10  ,0.78183
44864  ,0.000e+000  ,-0.82624  ,10  ,0.56332
44875  ,0.000e+000  ,-0.95557  ,10  ,0.29476
44886  ,0.000e+000  ,-1  ,10  ,-8.7423E-008
44897  ,0.000e+000  ,-0.95557  ,10  ,-0.29476
44907  ,0.000e+000  ,-0.82624  ,10  ,-0.56332
44919  ,0.000e+000  ,-0.36534  ,10  ,-0.93087
44920  ,0.000e+000  ,-0.62349  ,10  ,-0.78183
45046  ,0.000e+000  ,-0.36534  ,15  ,-0.93087
45052  ,0.000e+000  ,-0.62349  ,15  ,-0.78183
45057  ,0.000e+000  ,-0.82624  ,15  ,-0.56332
45063  ,0.000e+000  ,-0.95557  ,15  ,-0.29476
45070  ,0.000e+000  ,-1  ,15  ,5.6655E-016
45076  ,0.000e+000  ,-0.95557  ,15  ,0.29476
45082  ,0.000e+000  ,-0.82624  ,15  ,0.56332
45086  ,0.000e+000  ,-0.36534  ,15  ,0.93087
45088  ,0.000e+000  ,-0.62349  ,15  ,0.78183
45098  ,0.000e+000  ,-0.55644  ,9.6875  ,1.921
45103  ,0.000e+000  ,-0.24107  ,9.6875  ,1.9854
45108  ,0.000e+000  ,0.080531  ,9.6875  ,1.9984
45111  ,0.000e+000  ,0.40005  ,9.6875  ,1.9596
45118  ,0.000e+000  ,0.70921  ,9.6875  ,1.87
45126  ,0.000e+000  ,1  ,9.6875  ,1.7321
45131  ,0.000e+000  ,1.2649  ,9.6875  ,1.5492
45136  ,0.000e+000  ,1.497  ,9.6875  ,1.3262
45143  ,0.000e+000  ,1.6904  ,9.6875  ,1.0689
45146  ,0.000e+000  ,1.84  ,9.6875  ,0.78393
45152  ,0.000e+000  ,1.9419  ,9.6875  ,0.47863
45156  ,0.000e+000  ,-0.70921  ,9.5313  ,1.87
45161  ,0.000e+000  ,-0.55644  ,9.5313  ,1.921
45162  ,0.000e+000  ,-0.40005  ,9.5313  ,1.9596
45163  ,0.000e+000  ,-0.55644  ,9.375  ,1.921
45168  ,0.000e+000  ,-0.24107  ,9.5313  ,1.9854
45169  ,0.000e+000  ,-0.080532  ,9.5313  ,1.9984
45170  ,0.000e+000  ,-0.24107  ,9.375  ,1.9854
45175  ,0.000e+000  ,0.080531  ,9.5313  ,1.9984
45176  ,0.000e+000  ,0.24107  ,9.5313  ,1.9854
45177  ,0.000e+000  ,0.080531  ,9.375  ,1.9984
45181  ,0.000e+000  ,0.40005  ,9.5313  ,1.9596
45182  ,0.000e+000  ,0.55643  ,9.5313  ,1.921
45183  ,0.000e+000  ,0.40005  ,9.375  ,1.9596
45188  ,0.000e+000  ,0.70921  ,9.5313  ,1.87
45189  ,0.000e+000  ,0.85738  ,9.5313  ,1.8069
45190  ,0.000e+000  ,0.70921  ,9.375  ,1.87
45195  ,0.000e+000  ,1  ,9.5313  ,1.7321
45196  ,0.000e+000  ,1.1361  ,9.5313  ,1.646
45197  ,0.000e+000  ,1  ,9.375  ,1.7321
45199  ,0.000e+000  ,1.2649  ,9.5313  ,1.5492
45200  ,0.000e+000  ,1.3854  ,9.5313  ,1.4424
45201  ,0.000e+000  ,1.2649  ,9.375  ,1.5492
45206  ,0.000e+000  ,1.497  ,9.5313  ,1.3262
45207  ,0.000e+000  ,1.5989  ,9.5313  ,1.2015
45208  ,0.000e+000  ,1.497  ,9.375  ,1.3262
45212  ,0.000e+000  ,1.6904  ,9.5313  ,1.0689
45213  ,0.000e+000  ,1.7709  ,9.5313  ,0.92945
45214  ,0.000e+000  ,1.6904  ,9.375  ,1.0689
45218  ,0.000e+000  ,1.84  ,9.5313  ,0.78393
45219  ,0.000e+000  ,1.8971  ,9.5313  ,0.63334
45220  ,0.000e+000  ,1.84  ,9.375  ,0.78393
45226  ,0.000e+000  ,1.9419  ,9.5313  ,0.47863
45227  ,0.000e+000  ,1.9741  ,9.5313  ,0.32082
45228  ,0.000e+000  ,1.9419  ,9.375  ,0.47863
45233  ,0.000e+000  ,-0.70921  ,9.2188  ,1.87
45238  ,0.000e+000  ,-0.55644  ,9.2188  ,1.921
45239  ,0.000e+000  ,-0.40005  ,9.2188  ,1.9596
45240  ,0.000e+000  ,-0.55644  ,9.0625  ,1.921
45246  ,0.000e+000  ,-0.24107  ,9.2188  ,1.9854
45247  ,0.000e+000  ,-0.080532  ,9.2188  ,1.9984
45248  ,0.000e+000  ,-0.24107  ,9.0625  ,1.9854
45253  ,0.000e+000  ,0.080531  ,9.2188  ,1.9984
45254  ,0.000e+000  ,0.24107  ,9.2188  ,1.9854
45255  ,0.000e+000  ,0.080531  ,9.0625  ,1.9984
45260  ,0.000e+000  ,0.40005  ,9.2188  ,1.9596
45261  ,0.000e+000  ,0.55643  ,9.2188  ,1.921
45262  ,0.000e+000  ,0.40005  ,9.0625  ,1.9596
45267  ,0.000e+000  ,0.70921  ,9.2188  ,1.87
45268  ,0.000e+000  ,0.85738  ,9.2188  ,1.8069
45269  ,0.000e+000  ,0.70921  ,9.0625  ,1.87
45274  ,0.000e+000  ,1  ,9.2188  ,1.7321
45275  ,0.000e+000  ,1.1361  ,9.2188  ,1.646
45276  ,0.000e+000  ,1  ,9.0625  ,1.7321
45280  ,0.000e+000  ,1.2649  ,9.2188  ,1.5492
45281  ,0.000e+000  ,1.3854  ,9.2188  ,1.4424
45282  ,0.000e+000  ,1.2649  ,9.0625  ,1.5492
45288  ,0.000e+000  ,1.497  ,9.2188  ,1.3262
45289  ,0.000e+000  ,1.5989  ,9.2188  ,1.2015
45290  ,0.000e+000  ,1.497  ,9.0625  ,1.3262
45293  ,0.000e+000  ,1.6904  ,9.2188  ,1.0689
45294  ,0.000e+000  ,1.7709  ,9.2188  ,0.92945
45295  ,0.000e+000  ,1.6904  ,9.0625  ,1.0689
45300  ,0.000e+000  ,1.84  ,9.2188  ,0.78393
45301  ,0.000e+000  ,1.8971  ,9.2188  ,0.63334
45302  ,0.000e+000  ,1.84  ,9.0625  ,0.78393
45307  ,0.000e+000  ,1.9419  ,9.2188  ,0.47863
45308  ,0.000e+000  ,1.9741  ,9.2188  ,0.32082
45309  ,0.000e+000  ,1.9419  ,9.0625  ,0.47863
45315  ,0.000e+000  ,-0.70921  ,8.9063  ,1.87
45321  ,0.000e+000  ,-0.55644  ,8.9063  ,1.921
45322  ,0.000e+000  ,-0.40005  ,8.9063  ,1.9596
45323  ,0.000e+000  ,-0.55644  ,8.75  ,1.921
45328  ,0.000e+000  ,-0.24107  ,8.9063  ,1.9854
45329  ,0.000e+000  ,-0.080532  ,8.9063  ,1.9984
45330  ,0.000e+000  ,-0.24107  ,8.75  ,1.9854
45335  ,0.000e+000  ,0.080531  ,8.9063  ,1.9984
45336  ,0.000e+000  ,0.24107  ,8.9063  ,1.9854
45337  ,0.000e+000  ,0.080531  ,8.75  ,1.9984
45341  ,0.000e+000  ,0.40005  ,8.9063  ,1.9596
45342  ,0.000e+000  ,0.55643  ,8.9063  ,1.921
45343  ,0.000e+000  ,0.40005  ,8.75  ,1.9596
45349  ,0.000e+000  ,0.70921  ,8.9063  ,1.87
45350  ,0.000e+000  ,0.85738  ,8.9063  ,1.8069
45351  ,0.000e+000  ,0.70921  ,8.75  ,1.87
45357  ,0.000e+000  ,1  ,8.9063  ,1.7321
45358  ,0.000e+000  ,1.1361  ,8.9063  ,1.646
45359  ,0.000e+000  ,1  ,8.75  ,1.7321
45364  ,0.000e+000  ,1.2649  ,8.9063  ,1.5492
45365  ,0.000e+000  ,1.3854  ,8.9063  ,1.4424
45366  ,0.000e+000  ,1.2649  ,8.75  ,1.5492
45371  ,0.000e+000  ,1.497  ,8.9063  ,1.3262
45372  ,0.000e+000  ,1.5989  ,8.9063  ,1.2015
45373  ,0.000e+000  ,1.497  ,8.75  ,1.3262
45376  ,0.000e+000  ,1.6904  ,8.9063  ,1.0689
45377  ,0.000e+000  ,1.7709  ,8.9063  ,0.92945
45378  ,0.000e+000  ,1.6904  ,8.75  ,1.0689
45383  ,0.000e+000  ,1.84  ,8.9063  ,0.78393
45384  ,0.000e+000  ,1.8971  ,8.9063  ,0.63334
45385  ,0.000e+000  ,1.84  ,8.75  ,0.78393
45391  ,0.000e+000  ,1.9419  ,8.9063  ,0.47863
45392  ,0.000e+000  ,1.9741  ,8.9063  ,0.32082
45393  ,0.000e+000  ,1.9419  ,8.75  ,0.47863
45398  ,0.000e+000  ,-0.70921  ,8.5938  ,1.87
45402  ,0.000e+000  ,-0.55644  ,8.5938  ,1.921
45403  ,0.000e+000  ,-0.40005  ,8.5938  ,1.9596
45404  ,0.000e+000  ,-0.55644  ,8.4375  ,1.921
45409  ,0.000e+000  ,-0.24107  ,8.5938  ,1.9854
45410  ,0.000e+000  ,-0.080532  ,8.5938  ,1.9984
45411  ,0.000e+000  ,-0.24107  ,8.4375  ,1.9854
45416  ,0.000e+000  ,0.080531  ,8.5938  ,1.9984
45417  ,0.000e+000  ,0.24107  ,8.5938  ,1.9854
45418  ,0.000e+000  ,0.080531  ,8.4375  ,1.9984
45421  ,0.000e+000  ,0.40005  ,8.5938  ,1.9596
45422  ,0.000e+000  ,0.55643  ,8.5938  ,1.921
45423  ,0.000e+000  ,0.40005  ,8.4375  ,1.9596
45428  ,0.000e+000  ,0.70921  ,8.5938  ,1.87
45429  ,0.000e+000  ,0.85738  ,8.5938  ,1.8069
45430  ,0.000e+000  ,0.70921  ,8.4375  ,1.87
45434  ,0.000e+000  ,1  ,8.5938  ,1.7321
45435  ,0.000e+000  ,1.1361  ,8.5938  ,1.646
45436  ,0.000e+000  ,1  ,8.4375  ,1.7321
45441  ,0.000e+000  ,1.2649  ,8.5938  ,1.5492
45442  ,0.000e+000  ,1.3854  ,8.5938  ,1.4424
45443  ,0.000e+000  ,1.2649  ,8.4375  ,1.5492
45447  ,0.000e+000  ,1.497  ,8.5938  ,1.3262
45448  ,0.000e+000  ,1.5989  ,8.5938  ,1.2015
45449  ,0.000e+000  ,1.497  ,8.4375  ,1.3262
45455  ,0.000e+000  ,1.6904  ,8.5938  ,1.0689
45456  ,0.000e+000  ,1.7709  ,8.5938  ,0.92945
45457  ,0.000e+000  ,1.6904  ,8.4375  ,1.0689
45463  ,0.000e+000  ,1.84  ,8.5938  ,0.78393
45464  ,0.000e+000  ,1.8971  ,8.5938  ,0.63334
45465  ,0.000e+000  ,1.84  ,8.4375  ,0.78393
45470  ,0.000e+000  ,1.9419  ,8.5938  ,0.47863
45471  ,0.000e+000  ,1.9741  ,8.5938  ,0.32082
45472  ,0.000e+000  ,1.9419  ,8.4375  ,0.47863
45478  ,0.000e+000  ,-0.70921  ,8.2813  ,1.87
45483  ,0.000e+000  ,-0.55644  ,8.2813  ,1.921
45484  ,0.000e+000  ,-0.40005  ,8.2813  ,1.9596
45485  ,0.000e+000  ,-0.55644  ,8.125  ,1.921
45489  ,0.000e+000  ,-0.24107  ,8.2813  ,1.9854
45490  ,0.000e+000  ,-0.080532  ,8.2813  ,1.9984
45491  ,0.000e+000  ,-0.24107  ,8.125  ,1.9854
45499  ,0.000e+000  ,0.080531  ,8.2813  ,1.9984
45500  ,0.000e+000  ,0.24107  ,8.2813  ,1.9854
45501  ,0.000e+000  ,0.080531  ,8.125  ,1.9984
45505  ,0.000e+000  ,0.40005  ,8.2813  ,1.9596
45506  ,0.000e+000  ,0.55643  ,8.2813  ,1.921
45507  ,0.000e+000  ,0.40005  ,8.125  ,1.9596
45514  ,0.000e+000  ,0.70921  ,8.2813  ,1.87
45515  ,0.000e+000  ,0.85738  ,8.2813  ,1.8069
45516  ,0.000e+000  ,0.70921  ,8.125  ,1.87
45523  ,0.000e+000  ,1  ,8.2813  ,1.7321
45524  ,0.000e+000  ,1.1361  ,8.2813  ,1.646
45525  ,0.000e+000  ,1  ,8.125  ,1.7321
45531  ,0.000e+000  ,1.2649  ,8.2813  ,1.5492
45532  ,0.000e+000  ,1.3854  ,8.2813  ,1.4424
45533  ,0.000e+000  ,1.2649  ,8.125  ,1.5492
45537  ,0.000e+000  ,1.497  ,8.2813  ,1.3262
45538  ,0.000e+000  ,1.5989  ,8.2813  ,1.2015
45539  ,0.000e+000  ,1.497  ,8.125  ,1.3262
45545  ,0.000e+000  ,1.6904  ,8.2813  ,1.0689
45546  ,0.000e+000  ,1.7709  ,8.2813  ,0.92945
45547  ,0.000e+000  ,1.6904  ,8.125  ,1.0689
45552  ,0.000e+000  ,1.84  ,8.2813  ,0.78393
45553  ,0.000e+000  ,1.8971  ,8.2813  ,0.63334
45554  ,0.000e+000  ,1.84  ,8.125  ,0.78393
45558  ,0.000e+000  ,1.9419  ,8.2813  ,0.47863
45559  ,0.000e+000  ,1.9741  ,8.2813  ,0.32082
45560  ,0.000e+000  ,1.9419  ,8.125  ,0.47863
45567  ,0.000e+000  ,-0.70921  ,7.9688  ,1.87
45571  ,0.000e+000  ,-0.55644  ,7.9688  ,1.921
45572  ,0.000e+000  ,-0.40005  ,7.9688  ,1.9596
45573  ,0.000e+000  ,-0.55644  ,7.8125  ,1.921
45578  ,0.000e+000  ,-0.24107  ,7.9688  ,1.9854
45579  ,0.000e+000  ,-0.080532  ,7.9688  ,1.9984
45580  ,0.000e+000  ,-0.24107  ,7.8125  ,1.9854
45584  ,0.000e+000  ,0.080531  ,7.9688  ,1.9984
45585  ,0.000e+000  ,0.24107  ,7.9688  ,1.9854
45586  ,0.000e+000  ,0.080531  ,7.8125  ,1.9984
45592  ,0.000e+000  ,0.40005  ,7.9688  ,1.9596
45593  ,0.000e+000  ,0.55643  ,7.9688  ,1.921
45594  ,0.000e+000  ,0.40005  ,7.8125  ,1.9596
45599  ,0.000e+000  ,0.70921  ,7.9688  ,1.87
45600  ,0.000e+000  ,0.85738  ,7.9688  ,1.8069
45601  ,0.000e+000  ,0.70921  ,7.8125  ,1.87
45603  ,0.000e+000  ,1  ,7.9688  ,1.7321
45604  ,0.000e+000  ,1.1361  ,7.9688  ,1.646
45605  ,0.000e+000  ,1  ,7.8125  ,1.7321
45610  ,0.000e+000  ,1.2649  ,7.9688  ,1.5492
45611  ,0.000e+000  ,1.3854  ,7.9688  ,1.4424
45612  ,0.000e+000  ,1.2649  ,7.8125  ,1.5492
45617  ,0.000e+000  ,1.497  ,7.9688  ,1.3262
45618  ,0.000e+000  ,1.5989  ,7.9688  ,1.2015
45619  ,0.000e+000  ,1.497  ,7.8125  ,1.3262
45625  ,0.000e+000  ,1.6904  ,7.9688  ,1.0689
45626  ,0.000e+000  ,1.7709  ,7.9688  ,0.92945
45627  ,0.000e+000  ,1.6904  ,7.8125  ,1.0689
45629  ,0.000e+000  ,1.84  ,7.9688  ,0.78393
45630  ,0.000e+000  ,1.8971  ,7.9688  ,0.63334
45631  ,0.000e+000  ,1.84  ,7.8125  ,0.78393
45637  ,0.000e+000  ,1.9419  ,7.9688  ,0.47863
45638  ,0.000e+000  ,1.9741  ,7.9688  ,0.32082
45639  ,0.000e+000  ,1.9419  ,7.8125  ,0.47863
45647  ,0.000e+000  ,-0.55644  ,5.3125  ,1.921
45653  ,0.000e+000  ,-0.24107  ,5.3125  ,1.9854
45659  ,0.000e+000  ,0.080531  ,5.3125  ,1.9984
45665  ,0.000e+000  ,0.40005  ,5.3125  ,1.9596
45669  ,0.000e+000  ,0.70921  ,5.3125  ,1.87
45673  ,0.000e+000  ,1  ,5.3125  ,1.7321
45677  ,0.000e+000  ,1.2649  ,5.3125  ,1.5492
45682  ,0.000e+000  ,1.497  ,5.3125  ,1.3262
45687  ,0.000e+000  ,1.6904  ,5.3125  ,1.0689
45692  ,0.000e+000  ,1.84  ,5.3125  ,0.78393
45695  ,0.000e+000  ,1.9419  ,5.3125  ,0.47863
45699  ,0.000e+000  ,-0.70921  ,5.4687  ,1.87
45700  ,0.000e+000  ,-0.55644  ,5.4687  ,1.921
45707  ,0.000e+000  ,-0.40005  ,5.4687  ,1.9596
45708  ,0.000e+000  ,-0.24107  ,5.4687  ,1.9854
45709  ,0.000e+000  ,-0.55644  ,5.625  ,1.921
45712  ,0.000e+000  ,-0.080532  ,5.4687  ,1.9984
45713  ,0.000e+000  ,0.080531  ,5.4687  ,1.9984
45714  ,0.000e+000  ,-0.24107  ,5.625  ,1.9854
45720  ,0.000e+000  ,0.24107  ,5.4687  ,1.9854
45721  ,0.000e+000  ,0.40005  ,5.4687  ,1.9596
45722  ,0.000e+000  ,0.080531  ,5.625  ,1.9984
45727  ,0.000e+000  ,0.55643  ,5.4687  ,1.921
